Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,83.400002,83.599998,81.790001,82.870003,72.924614,6907300
2016-01-05,82.900002,85.400002,82.870003,84.110001,74.015785,7475300
2016-01-06,82.690002,84.879997,82.500000,83.580002,73.549400,6628400
2016-01-07,81.629997,82.809998,80.830002,81.410004,71.639832,5833200
2016-01-08,81.669998,82.489998,81.040001,81.250000,71.499039,5880200
2016-01-11,81.300003,81.919998,78.830002,80.269997,70.636642,4889300
2016-01-12,80.610001,81.000000,79.519997,80.400002,70.751038,4329300
2016-01-13,80.739998,80.820000,79.089996,79.300003,69.783051,4628400
2016-01-14,79.279999,82.730003,78.620003,82.540001,72.634201,8253700
2016-01-15,80.690002,81.580002,80.080002,81.239998,71.490219,6674300
2016-01-19,82.309998,84.800003,81.959999,83.230003,73.241417,9162300
2016-01-20,81.849998,83.470001,80.410004,82.620003,72.704620,8354400
2016-01-21,82.559998,82.620003,80.589996,81.400002,71.631012,4930800
2016-01-22,82.400002,83.160004,81.910004,82.480003,72.581406,3456300
2016-01-25,82.500000,83.199997,81.620003,81.709999,71.903824,2632800
2016-01-26,81.750000,82.169998,80.910004,81.959999,72.123810,4583400
2016-01-27,81.610001,83.250000,80.959999,81.760002,71.947807,4341900
2016-01-28,81.870003,82.489998,76.540001,76.809998,67.591866,10128700
2016-01-29,77.360001,79.419998,77.230003,79.099998,69.607033,7042500
2016-02-01,78.209999,79.160004,77.279999,78.400002,68.991066,4056000
2016-02-02,77.660004,78.300003,76.089996,76.300003,67.143066,4804200
2016-02-03,76.459999,77.550003,74.180000,76.089996,66.958298,6966400
2016-02-04,75.949997,76.529999,73.440002,74.279999,65.365524,6339500
2016-02-05,74.160004,75.820000,73.550003,74.320000,65.400711,6312800
2016-02-08,73.550003,74.580002,72.830002,74.190002,65.286308,4348800
2016-02-09,73.430000,74.959999,72.720001,73.739998,64.890312,5160000
2016-02-10,73.730003,74.870003,72.980003,73.070000,64.748543,4748700
2016-02-11,72.199997,72.629997,70.830002,71.419998,63.286430,5425400
2016-02-12,71.570000,71.730003,70.430000,71.269997,63.153522,6332600
2016-02-16,71.949997,73.419998,71.930000,73.330002,64.978920,4811300
2016-02-17,74.010002,74.919998,73.089996,74.680000,66.175171,4000300
2016-02-18,73.419998,74.550003,73.160004,73.470001,65.102989,5620000
2016-02-19,72.690002,73.070000,72.199997,72.610001,64.340912,6650800
2016-02-22,72.910004,73.639999,72.099998,73.010002,64.695366,5672600
2016-02-23,73.099998,74.500000,73.059998,73.470001,65.102989,4411200
2016-02-24,73.330002,74.279999,72.639999,74.099998,65.661232,3636100
2016-02-25,74.269997,74.889999,73.769997,74.820000,66.299232,4306800
2016-02-26,75.419998,75.790001,73.410004,73.599998,65.218201,4807700
2016-02-29,73.370003,73.370003,71.980003,72.000000,63.800396,5730200
2016-03-01,72.629997,72.809998,71.860001,72.739998,64.456116,4541700
2016-03-02,72.730003,74.050003,72.440002,74.019997,65.590340,6738800
2016-03-03,73.800003,73.889999,72.580002,73.250000,64.908035,4526500
2016-03-04,73.370003,74.059998,72.900002,73.599998,65.218201,3481600
2016-03-07,73.169998,73.959999,72.800003,73.400002,65.040955,3443100
2016-03-08,72.940002,74.550003,72.889999,73.000000,64.686516,3278900
2016-03-09,73.510002,73.940002,73.000000,73.540001,65.165016,2372000
2016-03-10,74.000000,74.209999,72.430000,73.019997,64.704224,4419200
2016-03-11,73.470001,74.949997,73.190002,74.650002,66.148598,3527200
2016-03-14,74.260002,74.599998,73.790001,73.910004,65.492874,3201800
2016-03-15,71.650002,72.000000,69.599998,71.239998,63.126930,13748200
2016-03-16,71.290001,72.900002,71.169998,72.480003,64.225723,5287400
2016-03-17,72.230003,72.349998,67.879997,69.059998,61.195198,15421600
2016-03-18,69.199997,71.050003,69.059998,70.949997,62.869957,10131700
2016-03-21,70.800003,71.050003,69.839996,70.250000,62.249683,5900100
2016-03-22,70.209999,72.239998,70.160004,71.919998,63.729473,7655400
2016-03-23,72.169998,72.230003,70.910004,71.169998,63.064899,3884400
2016-03-24,70.650002,71.440002,70.199997,71.120003,63.020603,2892900
2016-03-28,71.349998,71.470001,70.379997,70.620003,62.577549,2661900
2016-03-29,70.739998,71.940002,70.660004,71.699997,63.534557,3814800
2016-03-30,71.980003,72.330002,71.070000,71.779999,63.605423,3081000
2016-03-31,71.769997,72.330002,71.099998,72.010002,63.809242,3680000
2016-04-01,71.599998,73.699997,71.529999,73.419998,65.058685,4083600
2016-04-04,73.559998,73.790001,72.889999,73.180000,64.846008,2796300
2016-04-05,72.779999,73.650002,72.480003,73.040001,64.721947,3591800
2016-04-06,72.800003,75.059998,72.800003,74.760002,66.246094,5669100
2016-04-07,74.510002,75.160004,73.849998,74.589996,66.095444,3724100
2016-04-08,75.279999,75.279999,73.860001,74.389999,65.918205,3224900
2016-04-11,74.480003,74.739998,73.800003,73.949997,65.528305,3351100
2016-04-12,73.779999,75.290001,73.529999,74.570000,66.077713,2849800
2016-04-13,74.730003,75.239998,74.080002,75.160004,66.600510,2341600
2016-04-14,75.300003,75.830002,74.800003,75.629997,67.016991,3022100
2016-04-15,75.620003,76.250000,75.089996,75.529999,66.928368,3007500
2016-04-18,75.580002,77.260002,75.190002,77.220001,68.425919,4088400
2016-04-19,77.580002,78.500000,76.639999,77.250000,68.452492,3819600
2016-04-20,77.279999,77.769997,76.580002,77.080002,68.301872,4049400
2016-04-21,77.169998,78.099998,76.910004,77.370003,68.558830,3286600
2016-04-22,77.099998,77.940002,76.930000,77.830002,68.966438,2697200
2016-04-25,77.459999,78.000000,77.150002,77.940002,69.063919,3767100
2016-04-26,76.620003,78.300003,76.089996,76.269997,67.584091,5347300
2016-04-27,76.519997,77.160004,75.820000,76.510002,67.796776,3690900
2016-04-28,76.120003,76.660004,75.669998,76.459999,67.752487,4383000
2016-04-29,76.510002,76.510002,75.099998,75.529999,66.928368,3386600
2016-05-02,75.949997,77.080002,75.809998,76.750000,68.009460,3571900
2016-05-03,76.339996,76.650002,75.589996,76.250000,67.566376,3270700
2016-05-04,75.169998,75.620003,74.629997,74.870003,66.343552,4176800
2016-05-05,74.720001,75.389999,74.550003,75.269997,66.697975,3446400
