Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,64.879997,65.400002,60.750000,60.959999,57.936646,2489700
2016-01-08,61.299999,61.709999,58.660000,60.230000,57.242855,3202300
2016-01-15,60.419998,60.419998,55.529999,57.209999,54.372639,4739300
2016-01-22,58.150002,60.570000,58.130001,59.220001,56.282951,4219500
2016-01-29,59.529999,60.970001,57.700001,59.799999,56.834187,4317900
2016-02-05,59.830002,60.349998,52.950001,56.740002,53.925941,9000600
2016-02-12,58.090000,59.549999,56.880001,58.590000,55.684193,5220300
2016-02-19,58.500000,63.869999,57.970001,63.799999,60.635807,6143400
2016-02-26,64.000000,64.980003,62.939999,64.839996,61.624226,4386800
2016-03-04,64.830002,65.000000,62.430000,63.099998,59.970516,3780600
2016-03-11,63.779999,64.519997,63.029999,64.370003,61.177528,2555700
2016-03-18,64.680000,65.360001,62.689999,63.139999,60.121708,3006500
2016-03-25,63.330002,64.290001,62.930000,63.709999,60.664455,1895000
2016-04-01,63.470001,66.279999,63.080002,63.970001,60.912022,4529200
2016-04-08,64.529999,64.760002,63.130001,63.700001,60.654938,2790800
2016-04-15,63.580002,64.589996,63.139999,63.240002,60.216927,1824100
2016-04-22,63.330002,66.910004,63.259998,65.239998,62.121315,4621100
2016-04-29,65.230003,67.120003,64.570000,65.370003,62.245110,4082700
2016-05-06,65.370003,67.239998,64.800003,66.129997,62.968758,1732400
2016-05-13,66.010002,67.449997,65.559998,67.209999,63.997135,4009100
2016-05-20,67.690002,68.610001,66.839996,67.730003,64.492287,2691900
2016-05-27,67.760002,68.489998,67.029999,68.129997,64.873154,2202700
2016-06-03,67.860001,69.099998,67.339996,68.980003,65.682533,2535100
2016-06-10,68.959999,69.050003,66.900002,68.199997,64.939819,3216300
2016-06-17,68.339996,69.690002,67.660004,69.250000,66.056343,2354500
2016-06-24,66.860001,69.459999,63.450001,69.430000,66.228027,4679100
2016-07-01,69.300003,69.570000,67.459999,68.639999,65.474472,2544700
2016-07-08,69.139999,71.419998,69.019997,71.010002,67.735176,2110000
2016-07-15,71.209999,72.199997,70.750000,71.559998,68.259819,2029700
2016-07-22,71.470001,73.419998,71.230003,72.779999,69.423553,3039800
2016-07-29,72.820000,73.489998,70.750000,71.000000,67.725639,3591700
2016-08-05,71.559998,72.070000,70.669998,71.809998,68.498283,3014600
2016-08-12,71.809998,73.220001,71.290001,71.889999,68.574608,2484100
2016-08-19,71.620003,72.610001,71.080002,72.089996,68.765350,2355400
2016-08-26,72.250000,72.489998,70.690002,71.839996,68.526901,2222000
2016-09-02,72.050003,72.750000,69.720001,69.879997,66.657318,2022800
2016-09-09,69.360001,69.639999,65.830002,66.849998,63.767048,5221500
2016-09-16,66.430000,69.379997,66.099998,69.050003,65.983078,3807000
2016-09-23,69.050003,69.470001,67.739998,68.260002,65.228180,1861600
2016-09-30,68.440002,69.400002,66.849998,67.949997,64.931938,3606700
